batsman,batsman_hand,batsman_style,batsman_form,bowler,bowler_type,bowler_form,venue,weather,inning,overs,wickets,runs_needed,balls_remaining,current_run_rate,required_run_rate,ball_age,ball_type,bowling_speed_kph,bowling_path_type,pitch_line,pitch_length,batsman_reaction,shot_contact,runs_scored,is_wicket,win_probability_after
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Humid,2,16.3,9,26,21,8.77,7.43,16.3,Pink Ball,81.7,Cutter,Middle Stump,Good Length,Sweep,Weak,0,0,0.4675456936126812
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Sunny,1,8.1,7,0,71,10.99,0.0,8.1,SG Test,145.4,Out-swinger,Outside Off,Good Length,Defensive,Solid,4,0,0.205380341280508
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Humid,1,4.5,2,0,91,9.78,0.0,4.5,White Kookaburra,88.1,Normal,Leg Stump,Full,Drive,Solid,2,0,0.4600230143639494
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,Wankhede Stadium (Mumbai),Overcast,1,9.2,4,0,64,8.37,0.0,9.2,Pink Ball,142.3,In-swinger,Outside Off,Good Length,Drive,Missed,0,0,0.18121683430524207
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Sunny,1,16.1,9,0,23,9.63,0.0,16.1,Pink Ball,145.7,Yorker,On the Off Stump,Yorker,Slog,Missed,0,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Humid,1,4.2,2,0,94,10.0,0.0,4.2,Pink Ball,99.8,Googly,On the Off Stump,Good Length,Drive,Solid,2,0,0.520821285372743
Virat Kohli,Right,Anchor,0.92,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Overcast,1,18.3,9,0,9,8.03,0.0,18.3,SG Test,80.2,Leg-break,Outside Off,Full,Lofted Shot,Solid,1,0,0.15
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Narendra Modi Stadium (Ahmedabad),Humid,1,18.1,9,0,11,8.45,0.0,18.1,White Kookaburra,98.6,Googly,On the Off Stump,Full,Drive,Solid,2,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Overcast,1,6.4,6,0,80,9.22,0.0,6.4,SG Test,78.5,Normal,Outside Off,Full,Defensive,Solid,1,0,0.1611314763248758
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Humid,1,6.1,3,0,83,9.18,0.0,6.1,SG Test,149.8,Bouncer,Middle Stump,Short,Pull/Hook,Weak,0,0,0.3402904824979178
Virat Kohli,Right,Anchor,0.92,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Humid,2,11.5,6,89,49,8.43,10.9,11.5,SG Test,83.6,Normal,Middle Stump,Good Length,Defensive,Weak,1,0,0.48750260351578967
Virat Kohli,Right,Anchor,0.92,Mitchell Starc,LeftArmFast,0.82,M. A. Chidambaram Stadium (Chennai),Overcast,2,19.2,9,41,4,5.89,61.5,19.2,SG Test,140.9,Bouncer,Middle Stump,Short,Defensive,Weak,0,0,0.0
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Overcast,1,8.1,5,0,71,9.51,0.0,8.1,Pink Ball,85.3,Leg-break,Outside Off,Short,Pull/Hook,Solid,2,0,0.17551998379984382
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Night (Dew),1,6.1,3,0,83,7.38,0.0,6.1,White Kookaburra,145.3,In-swinger,On the Off Stump,Yorker,Defensive,Weak,1,0,0.2373976763883954
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Rajiv Gandhi International Stadium (Hyderabad),Overcast,1,0.6,0,0,114,6.67,0.0,0.6,Pink Ball,77.3,Cutter,On the Off Stump,Good Length,Drive,Weak,0,0,0.2643705130036239
Rohit Sharma,Right,Aggressive,0.82,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Night (Dew),1,17.3,9,0,15,9.25,0.0,17.3,Pink Ball,80.3,Leg-break,On the Off Stump,Full,Defensive,Weak,0,0,0.15
Shubman Gill,Right,Anchor,0.85,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Humid,2,11.6,5,55,48,7.41,6.88,11.6,White Kookaburra,97.6,Googly,On the Off Stump,Good Length,Drive,Weak,1,0,0.8565878271588527
Virat Kohli,Right,Anchor,0.92,Jasprit Bumrah,Fast,0.96,Eden Gardens (Kolkata),Sunny,1,14.5,8,0,31,9.03,0.0,14.5,Pink Ball,149.5,Yorker,Middle Stump,Yorker,Defensive,Solid,1,0,0.15
Virat Kohli,Right,Anchor,0.92,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Overcast,1,2.6,1,0,102,9.23,0.0,2.6,SG Test,144.7,In-swinger,On the Off Stump,Full,Drive,Weak,1,0,0.49703128488618614
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Overcast,2,1.3,0,157,111,6.15,8.49,1.3,Pink Ball,87.2,Normal,Outside Leg,Good Length,Glance,Edge,1,0,0.9616471288646103
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Night (Dew),1,14.2,9,0,34,7.82,0.0,14.2,SG Test,140.5,Bouncer,Middle Stump,Short,Pull/Hook,Missed,0,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Night (Dew),2,7.6,3,102,72,10.53,8.5,7.6,White Kookaburra,90.3,Normal,On the Off Stump,Short,Defensive,Solid,1,0,0.8870219379798154
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),1,1.5,0,0,109,8.67,0.0,1.5,SG Test,144.7,Bouncer,Middle Stump,Short,Lofted Shot,Weak,1,0,0.3739928764968697
Virat Kohli,Right,Anchor,0.92,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Sunny,2,15.3,9,44,27,10.2,9.78,15.3,SG Test,147.9,Out-swinger,On the Off Stump,Short,Defensive,Solid,0,0,0.27811198757356786
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Sunny,1,10.1,5,0,59,9.21,0.0,10.1,SG Test,80.8,Normal,On the Off Stump,Full,Drive,Weak,0,0,0.20221623409643205
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,Wankhede Stadium (Mumbai),Overcast,2,15.5,7,44,25,7.68,10.56,15.5,White Kookaburra,100.9,Leg-break,Middle Stump,Full,Drive,Solid,4,0,0.47502081252106
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Humid,1,13.2,7,0,40,8.33,0.0,13.2,White Kookaburra,138.1,Out-swinger,Leg Stump,Full,Defensive,Solid,1,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,Narendra Modi Stadium (Ahmedabad),Sunny,2,0.3,0,169,117,6.67,8.67,0.3,Pink Ball,78.4,Normal,Outside Off,Good Length,Defensive,Solid,1,0,0.9592470603811837
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,Arun Jaitley Stadium (Delhi),Sunny,1,0.4,0,0,116,7.5,0.0,0.4,Pink Ball,94.6,Leg-break,Outside Off,Good Length,Defensive,Weak,1,0,0.3863929221952217
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,Wankhede Stadium (Mumbai),Overcast,1,7.3,4,0,75,9.73,0.0,7.3,White Kookaburra,123.5,Cutter,Middle Stump,Short,Slog,Missed,0,0,0.30932184012335107
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Humid,1,12.1,7,0,47,6.86,0.0,12.1,White Kookaburra,100.6,Leg-break,Middle Stump,Full Toss,Slog,Edge,0,0,0.15
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,Rajiv Gandhi International Stadium (Hyderabad),Sunny,2,7.5,4,127,73,6.4,10.44,7.5,Pink Ball,98.6,Leg-break,Leg Stump,Good Length,Drive,Missed,0,1,0.6214796506057486
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,Arun Jaitley Stadium (Delhi),Humid,1,16.1,8,0,23,9.38,0.0,16.1,Pink Ball,147.0,In-swinger,Outside Off,Yorker,Defensive,Weak,1,0,0.15
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,Wankhede Stadium (Mumbai),Night (Dew),1,7.1,3,0,77,7.75,0.0,7.1,White Kookaburra,140.3,Bouncer,Middle Stump,Short,Defensive,Solid,1,0,0.18523868841517155
Rishabh Pant,Left,Aggressive,0.78,Rashid Khan,LegSpin,0.9,Rajiv Gandhi International Stadium (Hyderabad),Sunny,1,1.1,0,0,113,7.27,0.0,1.1,White Kookaburra,95.9,Leg-break,Outside Leg,Full,Sweep,Weak,0,0,0.3270077374677775
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,Wankhede Stadium (Mumbai),Night (Dew),1,13.5,6,0,37,9.56,0.0,13.5,White Kookaburra,89.6,Normal,On the Off Stump,Full,Drive,Solid,2,0,0.18671472841308293
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Night (Dew),2,1.2,1,149,112,8.33,7.98,1.2,Pink Ball,79.1,Googly,On the Off Stump,Good Length,Lofted Shot,Edge,0,0,0.9535174645622705
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Narendra Modi Stadium (Ahmedabad),Overcast,2,10.5,7,68,55,7.81,7.42,10.5,SG Test,87.8,Normal,Outside Off,Good Length,Defensive,Solid,1,0,0.6887848414223503
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,Wankhede Stadium (Mumbai),Sunny,2,5.5,4,151,85,7.45,10.66,5.5,SG Test,145.9,Yorker,On the Off Stump,Yorker,Defensive,Solid,0,0,0.6952966693475653
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Night (Dew),1,1.4,0,0,110,7.14,0.0,1.4,SG Test,139.7,Bouncer,Middle Stump,Short,Lofted Shot,Solid,6,0,0.4029953208617525
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Overcast,2,19.3,9,1,3,10.47,2.0,19.3,Pink Ball,78.7,Googly,On the Off Stump,Full,Drive,Solid,2,0,1.0
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,Eden Gardens (Kolkata),Sunny,2,19.3,9,57,3,7.15,114.0,19.3,White Kookaburra,132.9,Cutter,Leg Stump,Good Length,Drive,Weak,0,0,0.0
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,Rajiv Gandhi International Stadium (Hyderabad),Sunny,1,13.5,8,0,37,9.7,0.0,13.5,White Kookaburra,86.9,Leg-break,Middle Stump,Good Length,Defensive,Weak,0,0,0.15
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,M. A. Chidambaram Stadium (Chennai),Night (Dew),2,14.6,9,63,30,5.68,12.6,14.6,SG Test,82.2,Leg-break,On the Off Stump,Full,Defensive,Weak,0,0,0.12542073497725953
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Overcast,2,12.6,9,43,42,10.4,6.14,12.6,SG Test,87.0,Leg-break,Outside Leg,Full,Defensive,Weak,1,0,0.6103492449070194
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Wankhede Stadium (Mumbai),Humid,1,15.1,8,0,29,8.81,0.0,15.1,Pink Ball,136.7,Out-swinger,Outside Off,Yorker,Defensive,Weak,0,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Overcast,2,11.1,5,99,53,5.68,11.21,11.1,White Kookaburra,123.5,Cutter,Leg Stump,Good Length,Defensive,Solid,1,0,0.5602822651516833
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Night (Dew),2,17.2,9,50,16,6.86,18.75,17.2,Pink Ball,137.5,In-swinger,Leg Stump,Good Length,Defensive,Solid,1,0,0.014035922295094785
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Night (Dew),1,6.1,3,0,83,7.38,0.0,6.1,White Kookaburra,141.6,In-swinger,Outside Off,Full,Defensive,Weak,1,0,0.2373976763883954
Rohit Sharma,Right,Aggressive,0.82,Jasprit Bumrah,Fast,0.96,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),1,17.4,8,0,14,8.33,0.0,17.4,SG Test,143.0,Yorker,Outside Off,Yorker,Slog,Weak,0,0,0.15
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Humid,1,7.2,3,0,76,8.47,0.0,7.2,Pink Ball,99.7,Googly,Outside Off,Good Length,Slog,Weak,1,0,0.346934446197503
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Humid,2,0.4,0,146,116,5.0,7.55,0.4,Pink Ball,87.0,Leg-break,On the Off Stump,Good Length,Defensive,Weak,0,0,0.9716374476691354
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,Rajiv Gandhi International Stadium (Hyderabad),Humid,2,13.3,8,68,39,6.77,10.46,13.3,White Kookaburra,78.9,Cutter,Outside Off,Good Length,Drive,Edge,0,0,0.3191035160362052
Virat Kohli,Right,Anchor,0.92,Ravindra Jadeja,Ortho,0.86,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),2,16.1,8,60,23,7.14,15.65,16.1,Pink Ball,88.8,Normal,On the Off Stump,Good Length,Defensive,Weak,1,0,0.06915012276900577
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Overcast,1,12.5,7,0,43,7.28,0.0,12.5,Pink Ball,85.1,Normal,Outside Off,Good Length,Drive,Weak,0,0,0.15
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,M. A. Chidambaram Stadium (Chennai),Night (Dew),2,8.1,6,125,71,6.42,10.56,8.1,Pink Ball,140.4,Out-swinger,Middle Stump,Full,Defensive,Weak,0,0,0.5174928576663896
Shubman Gill,Right,Anchor,0.85,Rashid Khan,LegSpin,0.9,HPCA Stadium (Dharamshala),Overcast,1,7.6,5,0,72,6.97,0.0,7.6,SG Test,101.0,Googly,Outside Off,Good Length,Defensive,Solid,0,0,0.15
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Sunny,2,16.3,9,11,21,9.33,3.14,16.3,SG Test,72.6,Cutter,On the Off Stump,Good Length,Drive,Edge,0,1,0.0
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Rajiv Gandhi International Stadium (Hyderabad),Overcast,1,14.1,7,0,35,8.44,0.0,14.1,SG Test,94.8,Normal,Outside Off,Good Length,Drive,Solid,1,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,M. A. Chidambaram Stadium (Chennai),Sunny,1,1.3,0,0,111,8.46,0.0,1.3,White Kookaburra,64.2,Cutter,On the Off Stump,Full,Defensive,Solid,2,0,0.5764580486108826
Virat Kohli,Right,Anchor,0.92,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Sunny,2,0.5,0,189,115,8.0,9.86,0.5,SG Test,79.1,Leg-break,On the Off Stump,Good Length,Drive,Weak,1,0,0.9391659257876267
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),2,18.1,9,11,11,8.45,6.0,18.1,SG Test,141.0,Out-swinger,Middle Stump,Full Toss,Drive,Weak,2,0,0.6774330462648956
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Humid,1,1.2,0,0,112,10.0,0.0,1.2,Pink Ball,144.7,Bouncer,Leg Stump,Short,Pull/Hook,Edge,0,1,0.45842951678320026
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,Narendra Modi Stadium (Ahmedabad),Humid,1,2.2,2,0,106,7.73,0.0,2.2,White Kookaburra,84.8,Googly,Middle Stump,Good Length,Glance,Weak,1,0,0.253750530403662
Rohit Sharma,Right,Aggressive,0.82,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Overcast,2,14.1,9,74,35,6.24,12.69,14.1,SG Test,89.0,Normal,On the Off Stump,Full,Defensive,Weak,2,0,0.1362185947916522
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,M. A. Chidambaram Stadium (Chennai),Night (Dew),2,16.1,9,30,23,8.45,7.83,16.1,Pink Ball,96.9,Leg-break,Middle Stump,Full,Slog,Weak,0,1,0.0
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,Arun Jaitley Stadium (Delhi),Humid,2,6.6,5,106,78,9.24,8.15,6.6,White Kookaburra,149.7,Yorker,Middle Stump,Yorker,Ramp/Scoop,Edge,0,0,0.7873609923113728
Shubman Gill,Right,Anchor,0.85,Yuzvendra Chahal,LegSpin,0.78,Arun Jaitley Stadium (Delhi),Night (Dew),1,1.4,1,0,110,7.14,0.0,1.4,Pink Ball,79.2,Leg-break,Leg Stump,Good Length,Glance,Solid,4,0,0.29567063074447325
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,Arun Jaitley Stadium (Delhi),Sunny,2,0.4,0,180,116,7.5,9.31,0.4,White Kookaburra,142.9,Out-swinger,On the Off Stump,Full,Slog,Solid,1,0,0.9493724045784392
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Overcast,2,9.6,5,105,60,11.25,10.5,9.6,SG Test,141.3,Yorker,Middle Stump,Yorker,Glance,Weak,0,0,0.6136573082548739
Virat Kohli,Right,Anchor,0.92,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Sunny,2,4.5,2,149,91,9.11,9.82,4.5,Pink Ball,95.8,Googly,Outside Off,Full,Defensive,Solid,4,0,0.882535895209049
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Night (Dew),2,17.3,9,17,15,9.65,6.8,17.3,Pink Ball,95.7,Leg-break,On the Off Stump,Full,Drive,Weak,1,0,0.5597136492671929
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Night (Dew),2,7.5,3,128,73,6.8,10.52,7.5,White Kookaburra,139.3,In-swinger,On the Off Stump,Good Length,Defensive,Weak,1,0,0.7864794198662971
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Sunny,1,18.5,9,0,7,7.73,0.0,18.5,White Kookaburra,142.7,Out-swinger,Leg Stump,Full,Defensive,Solid,2,0,0.15
Shubman Gill,Right,Anchor,0.85,Jasprit Bumrah,Fast,0.96,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),2,12.6,7,68,42,8.65,9.71,12.6,White Kookaburra,146.2,In-swinger,On the Off Stump,Good Length,Drive,Weak,1,0,0.500073170731185
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,Eden Gardens (Kolkata),Overcast,2,5.2,2,134,88,8.27,9.14,5.2,Pink Ball,138.1,In-swinger,On the Off Stump,Full,Drive,Solid,1,0,0.8993166879132104
Shubman Gill,Right,Anchor,0.85,Mitchell Starc,LeftArmFast,0.82,Rajiv Gandhi International Stadium (Hyderabad),Overcast,1,3.4,1,0,98,8.53,0.0,3.4,White Kookaburra,136.3,In-swinger,Middle Stump,Short,Defensive,Missed,0,0,0.40231383669328147
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Humid,1,5.6,2,0,84,10.0,0.0,5.6,SG Test,100.5,Googly,On the Off Stump,Good Length,Drive,Weak,0,0,0.389360766050778
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Humid,1,16.3,8,0,21,10.0,0.0,16.3,Pink Ball,138.7,Yorker,On the Off Stump,Yorker,Defensive,Missed,0,0,0.15
MS Dhoni,Right,Finisher,0.86,Ravindra Jadeja,Ortho,0.86,M. A. Chidambaram Stadium (Chennai),Night (Dew),2,2.5,2,132,103,5.6,7.69,2.5,Pink Ball,71.8,Cutter,Outside Off,Good Length,Drive,Missed,0,0,0.9371653429315553
MS Dhoni,Right,Finisher,0.86,Mitchell Starc,LeftArmFast,0.82,Wankhede Stadium (Mumbai),Sunny,1,7.3,5,0,75,9.18,0.0,7.3,SG Test,141.9,Out-swinger,On the Off Stump,Full,Defensive,Solid,4,0,0.21759278211277772
Rohit Sharma,Right,Aggressive,0.82,Rashid Khan,LegSpin,0.9,Rajiv Gandhi International Stadium (Hyderabad),Sunny,1,3.3,1,0,99,6.97,0.0,3.3,Pink Ball,101.0,Leg-break,Outside Leg,Good Length,Drive,Edge,4,0,0.2560136991134996
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Overcast,2,7.5,4,105,73,9.2,8.63,7.5,Pink Ball,82.5,Googly,Leg Stump,Good Length,Defensive,Solid,1,0,0.8273078959170554
Suryakumar Yadav,Right,Aggressive,0.94,Rashid Khan,LegSpin,0.9,Eden Gardens (Kolkata),Sunny,1,12.3,9,0,45,7.72,0.0,12.3,White Kookaburra,99.9,Leg-break,Outside Off,Short,Lofted Shot,Weak,1,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,Narendra Modi Stadium (Ahmedabad),Humid,2,17.1,8,1,17,9.24,0.35,17.1,SG Test,140.5,Yorker,Middle Stump,Yorker,Slog,Edge,1,0,1.0
MS Dhoni,Right,Finisher,0.86,Rashid Khan,LegSpin,0.9,M. Chinnaswamy Stadium (Bengaluru),Overcast,1,11.1,8,0,53,10.27,0.0,11.1,White Kookaburra,92.6,Googly,On the Off Stump,Full,Drive,Weak,1,0,0.15
Shubman Gill,Right,Anchor,0.85,Ravindra Jadeja,Ortho,0.86,Eden Gardens (Kolkata),Overcast,1,17.6,8,0,12,8.3,0.0,17.6,Pink Ball,88.6,Normal,Middle Stump,Full,Glance,Edge,0,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,M. Chinnaswamy Stadium (Bengaluru),Humid,1,14.6,8,0,30,8.84,0.0,14.6,SG Test,151.4,Bouncer,Middle Stump,Short,Ramp/Scoop,Missed,0,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Yuzvendra Chahal,LegSpin,0.78,HPCA Stadium (Dharamshala),Humid,2,15.3,7,57,27,7.39,12.67,15.3,SG Test,85.5,Leg-break,On the Off Stump,Full,Lofted Shot,Solid,1,0,0.24544099204926267
Shubman Gill,Right,Anchor,0.85,Rashid Khan,LegSpin,0.9,Rajiv Gandhi International Stadium (Hyderabad),Night (Dew),1,2.4,1,0,104,8.75,0.0,2.4,Pink Ball,96.7,Leg-break,Middle Stump,Full,Defensive,Solid,1,0,0.43526128506114825
Rishabh Pant,Left,Aggressive,0.78,Yuzvendra Chahal,LegSpin,0.78,Eden Gardens (Kolkata),Overcast,2,15.4,8,34,26,8.38,7.85,15.4,White Kookaburra,87.6,Leg-break,Middle Stump,Short,Lofted Shot,Edge,0,1,0.4363472497746318
Virat Kohli,Right,Anchor,0.92,Mitchell Starc,LeftArmFast,0.82,M. Chinnaswamy Stadium (Bengaluru),Sunny,2,0.2,0,191,118,10.0,9.71,0.2,Pink Ball,137.1,Bouncer,Middle Stump,Short,Lofted Shot,Weak,1,0,0.942119064069338
Rohit Sharma,Right,Aggressive,0.82,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Sunny,1,11.5,5,0,49,7.22,0.0,11.5,Pink Ball,139.1,In-swinger,Outside Off,Full,Defensive,Missed,0,0,0.15
Rishabh Pant,Left,Aggressive,0.78,Mitchell Starc,LeftArmFast,0.82,HPCA Stadium (Dharamshala),Overcast,1,11.3,5,0,51,9.65,0.0,11.3,SG Test,141.1,Out-swinger,Outside Leg,Short,Lofted Shot,Weak,0,0,0.31670448274628005
Suryakumar Yadav,Right,Aggressive,0.94,Ravindra Jadeja,Ortho,0.86,HPCA Stadium (Dharamshala),Humid,1,18.3,9,0,9,9.34,0.0,18.3,White Kookaburra,68.6,Cutter,Outside Off,Good Length,Defensive,Weak,0,0,0.15
Suryakumar Yadav,Right,Aggressive,0.94,Jasprit Bumrah,Fast,0.96,HPCA Stadium (Dharamshala),Night (Dew),1,13.2,6,0,40,7.27,0.0,13.2,SG Test,148.1,Out-swinger,Outside Off,Full,Drive,Edge,0,1,0.15
Rishabh Pant,Left,Aggressive,0.78,Jasprit Bumrah,Fast,0.96,Narendra Modi Stadium (Ahmedabad),Humid,1,1.4,0,0,110,7.86,0.0,1.4,SG Test,148.0,Yorker,Middle Stump,Yorker,Defensive,Weak,1,0,0.3996316825510158
Virat Kohli,Right,Anchor,0.92,Yuzvendra Chahal,LegSpin,0.78,Wankhede Stadium (Mumbai),Humid,1,15.4,8,0,26,8.05,0.0,15.4,SG Test,81.2,Leg-break,On the Off Stump,Full,Drive,Solid,1,0,0.15
MS Dhoni,Right,Finisher,0.86,Jasprit Bumrah,Fast,0.96,Arun Jaitley Stadium (Delhi),Night (Dew),2,2.1,2,146,107,9.52,8.19,2.1,Pink Ball,148.0,Bouncer,Middle Stump,Short,Slog,Missed,0,0,0.9268681380531221
MS Dhoni,Right,Finisher,0.86,Yuzvendra Chahal,LegSpin,0.78,M. Chinnaswamy Stadium (Bengaluru),Night (Dew),1,7.3,3,0,75,9.04,0.0,7.3,SG Test,84.5,Leg-break,Outside Off,Good Length,Drive,Weak,2,0,0.23601249844659025
Suryakumar Yadav,Right,Aggressive,0.94,Mitchell Starc,LeftArmFast,0.82,M. A. Chidambaram Stadium (Chennai),Overcast,1,7.6,3,0,72,6.84,0.0,7.6,Pink Ball,146.5,In-swinger,Leg Stump,Short,Defensive,Solid,1,0,0.19193278644723683
